zipcode,latitude,longitude,SALEPRICE,bakery_count_rating,bakery_count_price_level,bar_count_rating,bar_count_price_level,cafe_count_rating,cafe_count_price_level,grocery_or_supermarket_count_rating,grocery_or_supermarket_count_price_level,movie_theater_count_rating,movie_theater_count_price_level,park_count_rating,park_count_price_level,pharmacy_count_rating,pharmacy_count_price_level,restaurant_count_rating,restaurant_count_price_level,school_count_rating,school_count_price_level,spa_count_rating,spa_count_price_level,subway_station_count_rating,subway_station_count_price_level,bakery_mean_rating,bakery_mean_price_level,bar_mean_rating,bar_mean_price_level,cafe_mean_rating,cafe_mean_price_level,grocery_or_supermarket_mean_rating,grocery_or_supermarket_mean_price_level,movie_theater_mean_rating,movie_theater_mean_price_level,park_mean_rating,park_mean_price_level,pharmacy_mean_rating,pharmacy_mean_price_level,restaurant_mean_rating,restaurant_mean_price_level,school_mean_rating,school_mean_price_level,spa_mean_rating,spa_mean_price_level,subway_station_mean_rating,subway_station_mean_price_level
20011,38.9488360767,-77.0203924195,498903.034483,2.67101584343,2.02050326188,8.70922646785,7.18452935694,3.69338303821,2.70922646785,2.22460391426,2.412861137,0.0167753960857,0.0,0.852749301025,0.0,1.98695246971,2.24231127679,22.6989748369,19.5069897484,3.80335507922,0.0,0.45852749301,0.00559179869525,0.161230195713,0.0,4.13921535409,1.29155780808,4.33464806173,1.49124330101,4.41832734424,1.58021326343,3.83501661871,1.58816269201,4.38928571429,,4.33265917603,,3.22509679354,1.66441321884,3.92744635746,1.38946515801,4.24950942707,,4.1025487013,2.33333333333,3.90548654244,
20012,38.9702366737,-77.0231636403,526727.304,2.3,1.252,6.512,4.952,3.98,2.616,1.876,1.66,0.024,0.0,1.288,0.0,1.976,1.752,20.748,20.276,1.432,0.0,1.076,0.012,0.124,0.0,3.87169346979,1.67697078832,4.10001851898,1.9952202978,4.34405148795,1.41656897959,3.81828528721,1.6560331825,4.06666666667,,4.0693627451,,2.71966561625,1.89396728016,3.82388537557,1.32892085939,4.24628315037,,3.68377659574,2.33333333333,3.88333333333,
20013,38.8690568696,-76.9777475985,197784.625,2.0,1.75,9.625,9.5,4.25,4.375,2.25,1.75,0.125,0.0,1.375,0.0,1.125,0.5,15.375,13.875,2.875,0.0,0.25,0.0,0.375,0.0,4.27916666667,1.36363636364,4.03715686275,1.71052631579,4.20211640212,1.39285714286,4.12,1.95833333333,5.0,,4.44,,2.58125,1.75,3.86380589431,1.90733454399,4.40758928571,,4.35,,3.925,
20015,38.9625691471,-77.0651945797,933631.80303,2.5404040404,2.12373737374,8.26515151515,7.83838383838,3.49747474747,2.93181818182,2.61111111111,1.73484848485,0.709595959596,0.0,0.565656565657,0.0,2.79797979798,1.89393939394,15.6843434343,16.4217171717,1.85101010101,0.0,1.17424242424,0.199494949495,0.0479797979798,0.0,3.46526369186,1.93940753801,4.01648084081,2.20103445785,4.06428162772,1.58040094183,4.09200540795,2.0486328125,4.19696261682,,4.20106104651,,3.43856206528,1.99230254351,3.88348382558,1.94663072917,4.24508373591,,4.10015752719,3.87954545455,3.92590909091,
20016,38.936530496,-77.0817854044,852637.54522,1.82041343669,2.15503875969,8.31007751938,8.1007751938,3.4496124031,4.42506459948,2.11240310078,2.47028423773,0.139534883721,0.0,1.27777777778,0.0,1.21705426357,1.06589147287,19.1447028424,19.5981912145,2.45607235142,0.0,0.975452196382,0.0439276485788,0.0542635658915,0.0,3.666500929,1.57305932247,4.03257112187,2.11740542637,3.96496219096,1.7745580118,3.84211143218,2.28423215203,3.97722772277,,4.22025135903,,3.502247558,1.99318318318,3.88476185392,1.83591665272,4.26665719208,,4.23546837408,3.54416666667,3.99965277778,
20017,38.9344811203,-76.9931836581,453482.876923,0.746153846154,0.735897435897,7.33846153846,5.12051282051,2.86666666667,2.51538461538,1.58205128205,2.14615384615,0.0025641025641,0.0,0.205128205128,0.0,0.894871794872,0.548717948718,19.958974359,17.8153846154,2.79487179487,0.0,0.0230769230769,0.0,0.141025641026,0.0,4.18761768448,1.00870870871,4.07575397231,1.55559471986,4.11560889367,1.28186050061,4.04299242424,1.9620210728,5.0,,3.5606981982,,3.2043764988,1.78547486034,3.77285512161,1.26894496608,4.25440568475,,3.98571428571,,3.9,
20018,38.9263133676,-76.9685612466,383743.676301,0.320809248555,0.696531791908,2.56069364162,2.16473988439,1.12427745665,1.02312138728,0.947976878613,0.531791907514,0.00867052023121,0.0,0.488439306358,0.0,0.482658959538,0.841040462428,10.1994219653,7.44797687861,0.491329479769,0.0,0.341040462428,0.00867052023121,0.014450867052,0.0,4.21873105343,1.64103338704,3.92598082989,1.61327558894,4.47603261818,1.61018315018,4.4245611556,2.145436068,4.36666666667,,4.57697318008,,3.33672839506,1.99137931034,3.91875814928,1.47664808123,4.32069444444,,4.27856630824,2.75,3.92,
20019,38.8900963149,-76.9355870158,205791.095506,0.256554307116,0.473782771536,0.280898876404,0.252808988764,0.065543071161,0.063670411985,0.355805243446,0.271535580524,0.00561797752809,0.0,0.567415730337,0.0,0.657303370787,0.455056179775,7.75655430712,3.57303370787,2.5468164794,0.0,0.00187265917603,0.0,0.0112359550562,0.0,3.48484848485,1.97628726287,4.0638200431,1.58511396011,4.34,1.26666666667,3.51534839925,1.87777777778,4.73333333333,,4.0887398374,,3.87660869565,1.99462365591,3.50094309622,1.06505621019,4.43904161133,,4.2,,3.9,
20020,38.8623324219,-76.9721257012,241488.042945,0.337423312883,0.343558282209,0.812883435583,0.444785276074,0.699386503067,0.401840490798,0.450920245399,0.592024539877,0.0,0.0,0.564417177914,0.0,0.677914110429,0.78527607362,6.96625766871,4.67484662577,1.58282208589,0.0,0.0184049079755,0.0,0.386503067485,0.0,2.955866465,1.72916666667,3.8838021238,1.46306414807,3.36944382853,1.72736423221,2.93654666667,1.99864024864,,,4.22660550459,,2.79908333333,2.0,3.61330268215,1.30378320474,4.53525187567,,3.9875,,3.6716,
20024,38.8796110231,-77.0156925122,327508.992933,2.79151943463,3.72791519435,10.4522968198,9.66431095406,8.26501766784,9.74911660777,1.20848056537,1.14487632509,0.671378091873,0.0,4.04240282686,0.0,1.12720848057,1.03533568905,30.6113074205,32.7915194346,1.25795053004,0.0,0.127208480565,0.00353356890459,0.381625441696,0.0,2.73368554855,1.57700817701,3.76274353034,1.8896055332,3.53639456785,1.6897338628,2.62387307236,1.96658758403,4.5037037037,,4.40505738267,,3.38953571429,1.99928057554,3.66438187096,1.53930190977,3.87571766295,,4.36805555556,2.0,3.99509803922,
20026,38.9578121538,-77.0314513562,485000.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,17.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,4.46666666667,1.0,4.25,1.0,4.63333333333,1.0,3.4,1.0,,,4.4,,,1.33333333333,3.88235294118,1.11764705882,4.36666666667,,4.2,,,
20027,38.9693384058,-77.0742074662,650000.0,3.0,2.0,7.0,7.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,11.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3.63333333333,2.0,3.98571428571,2.28571428571,4.15,2.0,4.06666666667,2.0,4.3,,,,3.525,2.0,3.75454545455,2.07692307692,4.1,,,,,
20029,38.8807426122,-76.9330287057,82886.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,6.5,2.5,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.6,,,,3.9,,4.4,,3.34125,1.0,4.75,,,,,
20032,38.8382317093,-76.9946772047,366597.966387,0.0504201680672,0.0504201680672,0.445378151261,0.226890756303,0.336134453782,0.0840336134454,0.151260504202,0.36974789916,0.00840336134454,0.0,0.0252100840336,0.0,0.319327731092,0.764705882353,5.87394957983,2.70588235294,3.21848739496,0.0,0.0,0.0,0.0840336134454,0.0,3.70833333333,1.66666666667,3.65708333333,1.23076923077,3.97847222222,1.61111111111,2.9625,1.97916666667,5.0,,4.1,,2.85428571429,1.99166666667,3.68918515766,2.03760016102,3.95255649718,,,,3.81,
20036,38.9080737259,-77.0383408795,539055.751269,24.3959390863,27.2994923858,55.3045685279,54.2030456853,45.3401015228,46.6598984772,8.90862944162,8.93908629442,0.131979695431,0.0,8.18781725888,0.0,8.35532994924,2.38578680203,56.3299492386,54.8020304569,2.96954314721,0.0,18.4822335025,3.23350253807,3.71065989848,0.0,3.87616165439,1.48928887119,3.77094922887,2.23483806561,3.82024774648,1.56897778479,4.14452035976,1.98292253014,4.365,,4.1508399804,,3.47484972552,1.97652329749,3.81238709458,2.25217807498,4.63092796093,,4.08056677596,2.28895348837,3.94621621622,
20037,38.9064450757,-77.047895829,747117.616197,20.8978873239,23.4471830986,54.6091549296,53.3028169014,42.2077464789,45.5105633803,4.95422535211,5.79577464789,0.570422535211,0.0,4.40492957746,0.0,5.53169014085,0.75,56.2147887324,55.1901408451,3.83802816901,0.0,17.3978873239,3.47183098592,2.54577464789,0.0,3.94906715055,1.38602161883,3.75460445246,2.26137297757,3.78307090158,1.54408094947,3.93151102183,1.85757407061,3.943125,,4.28077747563,,3.72275631443,1.98661800487,3.79533708359,2.23813606971,4.5661465721,,4.13553243586,2.6718875502,4.04050130208,
20038,38.8723051615,-77.0179403139,339900.0,1.0,1.0,6.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,3.83333333333,1.85714285714,,1.5,2.5,2.0,,,4.1,,3.4,2.0,3.7,1.76923076923,3.8,,,,,
20043,38.933382884,-77.0552323851,315000.0,3.0,3.0,16.0,16.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,30.0,2.0,0.0,1.0,0.0,1.0,0.0,3.86666666667,1.0,3.93125,1.9375,3.45,1.5,4.05,3.0,4.5,,,,3.0,,4.00666666667,1.8,4.25,,3.9,,3.9,
20052,38.9069265852,-77.0404222114,462500.0,27.5,30.5,60.0,59.5,51.0,52.0,7.5,8.5,1.0,0.0,9.0,0.0,7.0,1.5,59.5,58.5,2.5,0.0,17.5,2.5,4.5,0.0,3.83037135279,1.42726293103,3.7225,2.29463276836,3.79495571814,1.6072881983,4.15833333333,2.02142857143,4.2,,4.12692307692,,3.54285714286,2.0,3.80231638418,2.39362945646,4.75833333333,,3.99642857143,2.25,3.8775,
20090,38.9218333505,-77.0413941242,2550000.0,10.6666666667,9.66666666667,46.3333333333,43.3333333333,22.0,22.6666666667,6.66666666667,6.66666666667,0.333333333333,0.0,3.33333333333,0.0,5.0,5.0,57.0,55.0,5.66666666667,0.0,6.0,0.666666666667,0.333333333333,0.0,4.05601343101,1.5974025974,4.00126530132,1.90663622092,4.15347222222,1.45845410628,4.02777777778,1.80303030303,3.9,,4.42083333333,,3.23333333333,1.95833333333,3.86875816993,1.81954185337,4.1125,,4.40892857143,3.5,4.0,
20091,38.8371212491,-76.9988578448,581562.5,0.375,0.5,2.4375,2.25,0.8125,0.8125,0.3125,0.1875,0.0625,0.0,0.125,0.0,0.0625,0.0,6.125,4.4375,4.875,0.0,0.0,0.0,0.0625,0.0,4.0,1.125,3.92820512821,1.75,3.88461538462,1.61538461538,4.2,2.0,4.2,,3.95,,3.8,,4.11686320755,2.90736607143,4.05208333333,,,,4.5,
20105,38.8920800457,-76.9805619921,201833.333333,2.0,1.66666666667,9.33333333333,8.0,3.33333333333,2.66666666667,1.66666666667,2.0,0.0,0.0,0.333333333333,0.0,1.33333333333,1.33333333333,19.6666666667,15.3333333333,4.0,0.0,0.0,0.0,0.0,0.0,4.2,1.6,4.18571428571,1.625,4.27,1.625,4.04,2.0,,,4.2,,3.25,2.0,4.04733333333,1.85606060606,4.05166666667,,,,,
20110,38.9004918356,-76.9313510004,136000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.2,,,,3.32,1.0,4.375,,,,,
20111,38.9295514583,-77.1059596857,805000.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.93333333333,2.0,3.4,2.0,,,,,4.2,,4.3,,3.97142857143,2.0,,,,,,
20115,38.917568164,-77.028461712,639000.0,11.0,11.0,60.0,55.0,24.0,25.0,12.0,10.0,1.0,0.0,8.0,0.0,7.0,3.0,60.0,59.0,9.0,0.0,1.0,0.0,2.0,0.0,4.0,1.63636363636,3.90166666667,1.94545454545,4.18333333333,1.44,4.18333333333,2.0,5.0,,4.3125,,2.98571428571,1.66666666667,3.935,1.91525423729,4.3,,4.7,,3.95,
20118,38.9034771701,-77.0588871431,825000.0,16.0,13.0,58.0,57.0,30.0,29.0,6.0,6.0,1.0,0.0,5.0,0.0,2.0,0.0,60.0,58.0,4.0,0.0,15.0,2.0,1.0,0.0,4.1125,1.69230769231,3.82413793103,2.22807017544,3.84333333333,1.62068965517,3.86666666667,1.66666666667,3.9,,4.42,,4.3,,3.77333333333,2.20689655172,4.475,,4.36666666667,3.5,4.2,
20120,38.930467216,-77.0053247554,218500.0,3.0,2.5,16.0,12.5,3.0,2.0,1.5,1.5,0.0,0.0,1.5,0.0,1.0,2.5,34.5,28.0,2.0,0.0,0.5,0.0,0.0,0.0,3.98333333333,1.16666666667,4.15,1.3125,4.45,1.33333333333,3.3,1.25,,,4.55,,2.1,1.66666666667,3.97582205029,1.28070175439,4.18333333333,,4.2,,,
20121,38.9159882963,-77.0023058914,288380.0,2.6,2.4,9.4,7.6,5.0,4.4,2.0,1.4,0.0,0.0,1.2,0.0,2.4,2.0,25.0,23.0,4.4,0.0,0.4,0.0,0.0,0.0,3.84583333333,1.58333333333,4.17011304108,1.57342657343,3.85,1.45,3.60333333333,1.95833333333,,,4.34444444444,,3.2,1.83333333333,3.75183783784,1.31101282618,4.36666666667,,4.25,,,
20122,38.9220720679,-77.0438796086,650000.0,3.5,4.5,19.0,16.5,9.5,10.0,3.5,2.5,0.0,0.0,2.5,0.0,2.5,1.5,41.0,43.0,4.5,0.0,0.5,0.0,0.5,0.0,3.8,1.5,3.94821428571,2.0225,3.91083333333,1.71875,3.595,2.08333333333,,,4.15,,3.275,1.5,3.793125,1.72212692967,4.255,,4.3,,4.5,
20124,38.8981534154,-76.9911795606,633375.0,6.5,6.75,38.75,36.5,12.0,12.0,5.0,3.75,0.25,0.0,3.25,0.0,3.25,2.25,45.5,43.0,4.75,0.0,1.0,0.0,0.25,0.0,3.83276515152,1.46875,3.91503267974,1.71985272096,4.01400338792,1.56376811594,4.005625,1.96428571429,5.0,,4.33869047619,,3.31964285714,1.92857142857,3.7486209167,1.50127166262,4.28916666667,,4.375,,4.0,
20129,38.9151164258,-77.0530273658,2556000.0,10.0,10.0,59.0,57.0,31.0,29.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,1.0,60.0,59.0,1.0,0.0,14.0,3.0,1.0,0.0,4.1,1.4,3.82203389831,2.10526315789,3.92903225806,1.55172413793,4.2,2.33333333333,,,4.41666666667,,3.5,2.0,3.845,2.10169491525,4.3,,4.14285714286,2.33333333333,4.0,
20132,38.9042167805,-77.0526072559,546500.0,23.0,24.0,60.0,58.0,47.5,51.5,4.0,4.0,1.0,0.0,4.5,0.0,6.0,0.0,60.0,59.0,4.0,0.0,19.0,5.0,2.0,0.0,4.01739130435,1.29166666667,3.72083333333,2.30172413793,3.703125,1.52413273002,3.875,1.75,3.9,,4.41,,3.86666666667,,3.75583333333,2.31355932203,4.575,,4.18421052632,2.8,4.1,
20146,38.8920881823,-76.950309277,50000.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,12.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,,,,,3.5,2.0,,,3.9,,3.5,2.0,3.425,1.2,4.26666666667,,,,,
20147,38.9052758574,-77.0151007309,305285.714286,6.71428571429,7.0,32.4285714286,29.8571428571,14.5714285714,15.4285714286,3.42857142857,3.28571428571,0.285714285714,0.0,3.14285714286,0.0,3.14285714286,1.71428571429,39.7142857143,37.5714285714,5.28571428571,0.0,3.71428571429,0.714285714286,0.714285714286,0.0,4.00581196581,1.46888888889,3.97176758231,1.88446450156,4.11588693957,1.45720650814,4.16916666667,1.93777777778,4.45,,4.36657142857,,3.21027777778,1.96,3.81397489545,1.62531356055,4.18244949495,,4.15060606061,2.75,4.03333333333,
20148,38.9304096413,-76.9801990168,465000.0,0.0,0.0,7.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,23.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,,,4.22857142857,1.6,4.43333333333,2.0,4.65,3.0,,,4.6,,3.25,2.0,4.07826086957,1.4,4.4,,,,,
20151,38.9209799024,-77.0164070752,257666.666667,9.0,8.33333333333,35.0,33.0,16.0,15.0,7.33333333333,6.33333333333,0.0,0.0,3.33333333333,0.0,5.66666666667,4.33333333333,45.3333333333,43.0,5.33333333333,0.0,3.0,0.0,0.333333333333,0.0,4.08472222222,1.39947089947,4.07674856567,1.9373433584,4.24880952381,1.5668202765,3.86481481481,1.63888888889,,,4.42666666667,,3.12777777778,1.73611111111,3.92832694764,1.66756635178,4.34583333333,,4.12777777778,,4.0,
20152,38.9333947764,-77.0307599621,440414.285714,7.14285714286,5.85714285714,23.7142857143,21.1428571429,12.4285714286,11.2857142857,1.85714285714,2.0,0.428571428571,0.0,2.0,0.0,2.42857142857,1.71428571429,41.2857142857,38.5714285714,4.71428571429,0.0,2.0,0.142857142857,1.0,0.0,4.13205128205,1.21635610766,4.08968800678,1.85158558373,4.20195335277,1.58868586194,3.86111111111,1.92857142857,4.3,,4.39166666667,,3.04527777778,2.0,3.96275940224,1.62765808009,4.21829004329,,4.1275,2.0,3.86666666667,
20155,38.9355361792,-76.9724563139,283020.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.4,2.0,4.7,,,,4.6,,,,4.21818181818,1.75,,,,,,
20158,38.9624923549,-77.0141409065,288000.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,4.4,,4.7,1.0,4.5,,,,,,3.8,,3.4,,3.94,1.2,4.26,,,,,
20164,38.8640842548,-76.9496637053,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3.675,1.5,4.7,,,,,
20165,38.9286535612,-77.0557713,361333.333333,12.0,12.0,42.3333333333,42.3333333333,24.3333333333,24.3333333333,7.66666666667,7.0,1.0,0.0,5.0,0.0,5.33333333333,2.33333333333,50.6666666667,51.0,3.66666666667,0.0,8.33333333333,1.33333333333,0.666666666667,0.0,3.88367521368,1.73737373737,3.89047385621,2.16905065986,4.02476650564,1.53796296296,4.13214285714,1.83333333333,3.975,,4.4,,3.42916666667,2.0,3.824375,2.00749863164,4.33888888889,,4.20063492063,2.75,3.95,
20166,38.9034977081,-76.9815610905,141900.0,3.0,3.0,29.0,24.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,47.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,1.33333333333,4.07586206897,1.625,4.3,1.66666666667,3.2,1.5,,,4.7,,2.1,2.0,3.94255319149,1.39473684211,4.0,,,,,
20170,38.9124701442,-77.0046199981,334960.333333,5.33333333333,4.66666666667,34.0,30.6666666667,10.0,10.0,5.66666666667,5.33333333333,0.666666666667,0.0,3.33333333333,0.0,3.0,2.0,45.6666666667,41.3333333333,4.33333333333,0.0,0.333333333333,0.0,0.666666666667,0.0,4.0,1.48484848485,4.08888888889,1.64087301587,4.10555555556,1.53555555556,3.65,1.66666666667,4.6,,4.5375,,2.54285714286,1.88888888889,3.95775413712,1.55550049008,4.25,,4.7,,3.95,
20171,38.9079447829,-77.0022578647,285766.666667,11.6666666667,12.0833333333,29.0,28.4166666667,21.9166666667,21.25,4.25,4.0,0.416666666667,0.0,3.83333333333,0.0,3.75,1.25,37.0833333333,36.1666666667,4.16666666667,0.0,5.66666666667,0.833333333333,2.08333333333,0.0,3.90441750279,1.45870916782,3.92766381766,1.93726960422,3.85752365833,1.60561391788,3.99898989899,1.78,4.2,,4.3388961039,,3.37509469697,1.90476190476,3.79096398815,1.72589545417,4.44333333333,,4.06350241546,2.30555555556,3.85066666667,
