zipcode,ANNUALTAX,ASSESSMENT,BASEBUILD,BASELAND,CAPCURR,CAPPROP,CLASS3EX,COOPUNITS,LANDAREA,MIX1BLDPCT,MIX1BLDVAL,MIX1LNDPCT,MIX1LNDVAL,MIX1RATE,MIX2BLDPCT,MIX2BLDVAL,MIX2LNDPCT,MIX2LNDVAL,MIX2RATE,NEWIMPR,NEWLAND,NEWTOTAL,OBJECTID,OLDIMPR,OLDLAND,OLDTOTAL,OWNOCCT,PHASEBUILD,PHASELAND,SALEPRICE,TAXRATE,latitude,longitude,bakery_count,bakery_mean_rating,bakery_mean_price_level,bar_count,bar_mean_rating,bar_mean_price_level,cafe_count,cafe_mean_rating,cafe_mean_price_level,grocery_or_supermarket_count,grocery_or_supermarket_mean_rating,grocery_or_supermarket_mean_price_level,movie_theater_count,movie_theater_mean_rating,movie_theater_mean_price_level,park_count,park_mean_rating,park_mean_price_level,pharmacy_count,pharmacy_mean_rating,pharmacy_mean_price_level,restaurant_count,restaurant_mean_rating,restaurant_mean_price_level,school_count,school_mean_rating,school_mean_price_level,spa_count,spa_mean_rating,spa_mean_price_level,subway_station_count,subway_station_mean_rating,subway_station_mean_price_level,log(SALEPRICE),saledate_int
20859,1904.47333333,327496.666667,75881.6666667,38863.6666667,257474.0,321766.666667,0.0,0.0,3568.66666667,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,189093.333333,179473.333333,368566.666667,5241.0,173760.0,154216.666667,327976.666667,0.0,176433.333333,151063.333333,371666.666667,0.85,38.9256248056,-77.0046743376,8.0,3.81458333333,1.21052631579,12.6666666667,3.93151515152,1.74166666667,9.66666666667,3.9287037037,1.28333333333,12.0,4.18888888889,2.29761904762,0.333333333333,,,9.0,4.04285714286,,10.3333333333,3.32777777778,2.0,17.6666666667,3.83047619048,1.71052631579,0.0,,,7.0,4.05333333333,2.33333333333,2.0,3.975,,5.54654529227,1.3724352e+18
20861,2917.46,343230.0,94781.0,40800.0,343230.0,363690.0,0.0,0.0,7500.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,245640.0,118050.0,363690.0,1058.0,94250.0,122100.0,216350.0,0.0,228400.0,114830.0,120000.0,0.85,38.8901067809,-76.9268382799,0.0,,,0.0,,,1.0,,,5.0,,,0.0,,,7.0,,,1.0,,,10.0,3.4,1.0,0.0,,,0.0,,,1.0,,,5.07918124605,1.3492224e+18
20866,2226.15,334513.333333,68855.0,49334.0,286048.333333,297330.0,0.0,0.0,3448.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,111863.333333,208866.666667,320730.0,3310.66666667,156873.333333,193083.333333,349956.666667,0.0,152836.666667,181676.666667,263500.0,0.85,38.9099325569,-76.9867165202,3.0,3.66666666667,2.0,7.33333333333,4.01428571429,2.25,4.0,4.05714285714,1.75,6.66666666667,3.6875,2.2,1.0,3.8,,5.33333333333,3.9,,9.0,3.88888888889,2.0,19.0,3.52508354219,1.3,0.0,,,3.33333333333,4.2,,1.33333333333,,,5.23945730696,1.3594752e+18
20868,1433.02,238790.0,75428.0,25787.0,168590.0,247800.0,0.0,0.0,2234.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,121050.0,196950.0,318000.0,2303.0,98780.0,143310.0,242090.0,0.0,99840.0,138950.0,320000.0,0.85,38.9046262273,-76.9831882314,4.0,3.6,1.33333333333,20.0,3.97368421053,1.78571428571,4.0,4.4,1.66666666667,14.0,3.25,1.5,0.0,,,4.0,4.7,,11.0,2.15,2.0,20.0,4.01052631579,1.58823529412,0.0,,,2.0,,,0.0,,,5.50514997832,1.389744e+18
20871,840.54,98886.6666667,157266.666667,67400.0,98886.6666667,89136.6666667,0.0,0.0,932.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,62396.6666667,26740.0,89136.6666667,11773.3333333,77296.6666667,33126.6666667,110423.333333,0.0,69220.0,29666.6666667,45000.0,0.85,38.8935435105,-76.9525768902,3.0,3.5,2.0,2.0,,,1.0,,,7.0,3.5,2.0,1.0,,,5.66666666667,3.9,,9.0,3.5,2.0,18.0,3.3,1.14285714286,4.33333333333,4.2,,0.0,,,1.0,,,4.65321251378,1.3665024e+18
20872,2448.6,288070.0,88086.0,27284.0,288070.0,317320.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,128610.0,188710.0,317320.0,2591.0,122740.0,163300.0,286040.0,0.0,122630.0,165440.0,320000.0,0.85,38.922158445,-76.9910518153,3.0,,,9.0,4.11428571429,1.66666666667,3.0,4.4,1.0,13.0,3.93333333333,1.5,0.0,,,3.0,,,8.0,3.3,2.0,20.0,3.66923076923,1.09090909091,0.0,,,0.0,,,1.0,,,5.50514997832,1.3818816e+18
20874,3700.75333333,435383.333333,91690.0,54375.0,435383.333333,450300.0,0.0,0.0,1271.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,264260.0,186040.0,450300.0,10465.0,222426.666667,164480.0,386906.666667,0.0,276570.0,158813.333333,381666.666667,0.85,38.918308927,-77.0652970365,14.0,3.78416666667,1.63937621832,13.3333333333,3.75,2.30657894737,14.0,3.86481481481,1.70877192982,11.3333333333,4.04761904762,2.25,2.0,3.9,,14.6666666667,4.10277777778,,14.6666666667,3.76,2.0,15.3333333333,3.83222222222,2.35087719298,0.0,,,13.3333333333,4.05151515152,2.75,2.0,4.0375,,5.51323441298,1.3415616e+18
20876,1717.74333333,237815.0,134263.333333,51395.3333333,202088.166667,228933.333333,0.0,0.0,2516.33333333,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,145805.0,118228.333333,264033.333333,8061.5,136490.0,106371.666667,242861.666667,0.0,135748.333333,102066.666667,267295.833333,0.85,38.8793136496,-76.9765460032,5.33333333333,3.65843137255,1.525,6.83333333333,3.98,2.03362573099,7.0,3.38444444444,1.72051282051,7.66666666667,3.59,1.88888888889,1.33333333333,4.55,,8.33333333333,4.32777777778,,8.5,2.99,1.83333333333,11.6666666667,3.76661549708,1.66140350877,0.0,,,3.16666666667,3.975,,1.83333333333,3.85,,5.25445323145,1.3637664e+18
20877,2174.0,286331.428571,88704.4285714,37599.2857143,266274.285714,307597.142857,0.0,0.0,780.428571429,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,179771.428571,147882.857143,327654.285714,8264.42857143,142854.285714,118110.0,260964.285714,0.0,168150.0,118181.428571,239071.428571,0.85,38.9162951183,-77.0299528508,12.7142857143,3.89469387755,1.4129318394,16.7142857143,3.95822011322,1.9579017932,13.7142857143,4.07851000049,1.56551099972,14.0,3.66619047619,1.75714285714,1.57142857143,4.05,,14.1428571429,4.40095238095,,14.4285714286,3.19761904762,1.8,20.0,3.86473370927,1.89143692565,2.85714285714,4.25,,10.5714285714,4.14193939394,2.5,1.71428571429,3.89166666667,,5.36261543174,1.36023222857e+18
20878,1619.24307692,201299.230769,66252.1538462,28534.8461538,190499.230769,215957.692308,0.0,0.0,1881.92307692,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,112828.461538,113929.230769,226757.692308,4109.53846154,92646.9230769,104827.692308,197474.615385,0.0,98548.4615385,102750.769231,181646.153846,0.85,38.9026142047,-76.9775408589,4.38461538462,3.97194444444,1.28518518519,6.76923076923,3.85759398496,1.8470342523,4.76923076923,4.10317460317,1.56432748538,7.84615384615,3.80277777778,1.59722222222,0.461538461538,3.9,,7.76923076923,4.36466666667,,6.15384615385,2.925,1.77083333333,14.3076923077,3.70955358797,1.37696276891,1.53846153846,4.075,,3.38461538462,4.17138047138,3.0,1.0,4.0,,5.18418634734,1.37352738462e+18
20879,4198.27,493915.0,104209.5,73361.5,493915.0,510170.0,0.0,0.0,2775.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,246355.0,263815.0,510170.0,4185.5,134250.0,247390.0,381640.0,0.0,255715.0,238200.0,497000.0,0.85,38.8897929518,-77.0293391487,4.0,3.68,1.83333333333,12.0,4.05769230769,1.6,9.0,4.1,1.55555555556,9.0,3.76666666667,2.5,0.0,,,5.5,4.26666666667,,6.0,3.55,2.0,18.5,3.95535714286,1.56842105263,0.0,,,7.5,4.62,,0.0,,,5.55121685284,1.35972e+18
20882,3064.905,360577.5,91832.0,42520.25,360577.5,389855.0,0.0,0.0,2080.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,189835.0,200020.0,389855.0,4411.0,187190.0,175865.0,363055.0,0.0,192237.5,168340.0,293750.0,0.85,38.9316117997,-77.0205256463,1.25,3.95,2.0,6.5,4.07261904762,1.89523809524,2.75,3.98333333333,1.83333333333,9.25,3.85555555556,1.88888888889,0.5,4.3,,5.75,4.36666666667,,8.5,2.87777777778,2.0,15.0,3.70177083333,1.54017857143,0.0,,,1.0,4.3,,0.75,,,5.31521155556,1.3615128e+18
20885,2250.38,264750.0,143808.0,50441.0,264750.0,269250.0,0.0,0.0,20565.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,80870.0,188380.0,269250.0,538.0,187870.0,191460.0,379330.0,0.0,80690.0,184060.0,225000.0,0.85,38.8690606482,-76.9639403679,1.0,,,2.0,,,0.0,,,5.0,,,0.0,,,1.0,,,2.0,2.7,,15.0,3.94444444444,1.28571428571,0.0,,,0.0,,,0.0,,,5.35218251811,1.3593312e+18
20886,2479.78666667,315140.0,65610.0,41783.6666667,291740.0,339655.333333,0.0,0.0,3582.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,126606.666667,254343.333333,380950.0,3772.33333333,115850.0,191503.333333,307353.333333,0.0,124476.666667,190663.333333,341833.333333,0.85,38.9303641644,-77.0123644812,7.0,4.1037037037,1.38888888889,16.0,4.03111111111,1.72083333333,12.0,4.21611111111,1.37301587302,12.3333333333,4.16,2.41666666667,1.0,4.9,,11.3333333333,4.36666666667,,14.3333333333,3.05555555556,2.0,20.0,3.85542232278,1.51080827068,0.0,,,3.0,,,1.66666666667,4.0,,5.53000743443,1.3710816e+18
